"","ID","NoAuthors","NoCollaborations","Origin.Country","Int.Collab","Countries","journal"
"16117","25216263",7,4,"Canada",2,"Canada,Saudi Arabia","plos one"
"16118","25216252",4,3,"Germany",2,"Germany,Australia","plos one"
"16119","25216251",8,2,"United States",1,"United States","plos one"
"16120","25216250",5,3,"United Kingdom",1,"United Kingdom","plos one"
"16121","25216249",5,4,"United States",1,"United States","plos one"
"16122","25216248",34,19,"Spain",5,"Spain,France,Hungary,Romania,Switzerland","plos one"
"16123","25216247",8,3,"United States",1,"United States","plos one"
"16124","25216239",12,4,"Taiwan",1,"Taiwan","plos one"
"16125","25216235",8,5,"China",1,"China","plos one"
"16126","25216191",4,4,"Spain",2,"Spain,Brazil","plos one"
"16127","25216190",5,1,"Russia",1,"Russia","plos one"
"16128","25216189",4,1,"Korea",1,"Korea","plos one"
"16129","25216188",4,3,"Germany",1,"Germany","plos one"
"16130","25216187",8,3,"China",1,"China","plos one"
"16131","25216184",11,7,"Korea",3,"Korea,United States,France","plos one"
"16132","25216182",5,1,"China",1,"China","plos one"
"16133","25216179",9,2,"Canada",1,"Canada","plos one"
"16134","25216177",5,3,"Belgium",1,"Belgium","plos one"
"16135","25216115",11,4,"France",1,"France","plos one"
"16136","25216103",16,4,"United States",3,"United States,Israel,India","plos one"
"16137","25216101",5,3,"China",1,"China","plos one"
"16138","25216052",9,7,"United States",1,"United States","plos one"
"16139","25216051",13,7,"Netherlands",1,"Netherlands","plos one"
"16140","25216050",9,3,"Spain",1,"Spain","plos one"
"16141","25216049",2,2,"United States",1,"United States","plos one"
"16142","25216045",3,1,"Australia",1,"Australia","plos one"
"16143","25216040",13,7,"Korea",1,"Korea","plos one"
"16144","25216034",4,3,"Sweden",2,"Sweden,Turkey","plos one"
"16145","25216031",3,3,"China",1,"China","plos one"
"16146","25215961",6,3,"Italy",2,"Italy,Spain","plos one"
"16147","25215945",6,4,"Israel",2,"Israel,United States","plos one"
"16148","25215939",8,7,"Sweden",1,"Sweden","plos one"
"16149","25215889",5,4,"Japan",1,"Japan","plos one"
"16150","25215888",10,5,"Japan",1,"Japan","plos one"
"16151","25215887",5,1,"Argentina",1,"Argentina","plos one"
"16152","25215883",3,3,"United States",1,"United States","plos one"
"16153","25215881",5,3,"United Kingdom",1,"United Kingdom","plos one"
"16154","25215874",8,4,"China",2,"China,Australia","plos one"
"16155","25215867",8,2,"Germany",1,"Germany","plos one"
"16156","25215866",4,1,"China",1,"China","plos one"
"16157","25215865",9,4,"France",1,"France","plos one"
"16158","25215861",18,2,"United States",1,"United States","plos one"
"16159","25215666",8,4,"India",1,"India","plos one"
"16160","25215617",9,4,"United Kingdom",1,"United Kingdom","plos one"
"16161","25215612",8,5,"China",1,"China","plos one"
"16162","25215609",3,2,"Sweden",2,"Sweden,Italy","plos one"
"16163","25215608",9,7,"United States",2,"United States,Georgia","plos one"
"16164","25215607",10,2,"China",1,"China","plos one"
"16165","25215598",7,5,"United States",2,"United States,Canada","plos one"
"16166","25215597",8,3,"China",1,"China","plos one"
"16167","25215595",10,5,"Thailand",2,"Thailand,Japan","plos one"
"16168","25215592",6,3,"Italy",1,"Italy","plos one"
"16169","25215579",13,4,"Australia",2,"Australia,Georgia","plos one"
"16170","25215577",5,2,"United States",1,"United States","plos one"
"16171","25215539",7,3,"Taiwan",2,"Taiwan,United States","plos one"
"16172","25215538",5,3,"China",2,"China,United States","plos one"
"16173","25215536",16,15,"Taiwan",1,"Taiwan","plos one"
"16174","25215535",8,4,"China",1,"China","plos one"
"16175","25215534",5,4,"Australia",1,"Australia","plos one"
"16176","25215528",11,1,"Germany",1,"Germany","plos one"
"16177","25215527",4,3,"United Kingdom",1,"United Kingdom","plos one"
"16178","25215525",5,3,"Belgium",1,"Belgium","plos one"
"16179","25215524",10,2,"Japan",1,"Japan","plos one"
"16180","25215523",6,2,"China",1,"China","plos one"
"16181","25215522",6,5,"Canada",1,"Canada","plos one"
"16182","25215521",4,1,"Japan",1,"Japan","plos one"
"16183","25215511",11,5,"France",2,"France,Australia","plos one"
"16184","25215510",15,5,"United Kingdom",2,"United Kingdom,Australia","plos one"
"16185","25215509",6,3,"Belgium",1,"Belgium","plos one"
"16186","25215508",3,1,"United States",1,"United States","plos one"
"16187","25215507",4,4,"United States",2,"United States,Netherlands","plos one"
"16188","25215506",11,6,"Spain",1,"Spain","plos one"
"16189","25215505",9,3,"China",1,"China","plos one"
"16190","25215504",4,3,"China",2,"China,United States","plos one"
"16191","25215503",5,2,"China",1,"China","plos one"
"16192","25215502",5,4,"Germany",1,"Germany","plos one"
"16193","25215501",3,2,"Spain",2,"Spain,United Kingdom","plos one"
"16194","25215500",17,9,"China",1,"China","plos one"
"16195","25211647",6,5,"China",1,"China","plos one"
"16196","25211528",2,1,"Japan",1,"Japan","plos one"
"16197","25211511",16,10,"India",1,"India","plos one"
"16198","25211495",12,6,"Australia",3,"Australia,Denmark,Austria","plos one"
"16199","25211493",5,3,"Canada",1,"Canada","plos one"
"16200","25211490",7,4,"China",1,"China","plos one"
"16201","25211489",3,3,"Canada",2,"Canada,United Kingdom","plos one"
"16202","25211488",5,1,"United States",1,"United States","plos one"
"16203","25211475",13,6,"Spain",1,"Spain","plos one"
"16204","25211472",4,3,"China",1,"China","plos one"
"16205","25211468",8,2,"Brazil",1,"Brazil","plos one"
"16206","25211467",4,2,"United States",1,"United States","plos one"
"16207","25211465",4,4,"Canada",2,"Canada,United States","plos one"
"16208","25211363",3,2,"Japan",1,"Japan","plos one"
"16209","25211362",13,5,"Korea",2,"Korea,United States","plos one"
"16210","25211356",4,4,"Canada",2,"Canada,France","plos one"
"16211","25211350",8,3,"France",1,"France","plos one"
"16212","25211345",5,4,"Taiwan",2,"Taiwan,Australia","plos one"
"16213","25211344",20,4,"United States",1,"United States","plos one"
"16214","25211343",4,2,"United States",1,"United States","plos one"
"16215","25211341",4,2,"China",1,"China","plos one"
"16216","25211333",7,3,"Australia",1,"Australia","plos one"
"16217","25211332",5,4,"Sweden",2,"Sweden,China","plos one"
"16218","25211331",7,3,"China",1,"China","plos one"
"16219","25211283",5,3,"Italy",2,"Italy,Germany","plos one"
"16220","25211280",5,3,"Canada",2,"Canada,Switzerland","plos one"
"16221","25211279",2,2,"Japan",1,"Japan","plos one"
"16222","25211248",6,4,"United States",2,"United States,India","plos one"
"16223","25211243",6,3,"United States",1,"United States","plos one"
"16224","25211240",3,3,"China",1,"China","plos one"
"16225","25211237",16,8,"Japan",1,"Japan","plos one"
"16226","25211235",7,7,"Korea",1,"Korea","plos one"
"16227","25211224",2,2,"United Kingdom",1,"United Kingdom","plos one"
"16228","25211222",2,1,"Ireland",1,"Ireland","plos one"
"16229","25211221",8,3,"United Kingdom",2,"United Kingdom,Finland","plos one"
"16230","25211164",7,5,"United States",2,"United States,Israel","plos one"
"16231","25211159",5,2,"Belgium",1,"Belgium","plos one"
"16232","25211158",6,4,"Brazil",2,"Brazil,United States","plos one"
"16233","25211155",9,4,"Italy",2,"Italy,Germany","plos one"
"16234","25211151",7,5,"Canada",2,"Canada,Lebanon","plos one"
"16235","25211149",4,2,"Czech Republic",1,"Czech Republic","plos one"
"16236","25211146",6,3,"United Kingdom",2,"United Kingdom,United States","plos one"
"16237","25211143",7,3,"China",2,"China,NA","plos one"
"16238","25211131",9,1,"Niger",1,"Niger","plos one"
"16239","25211130",7,3,"Georgia",2,"Georgia,United States","plos one"
"16240","25211128",1,1,"Australia",1,"Australia","plos one"
"16241","25211035",6,2,"China",1,"China","plos one"
"16242","25211034",4,2,"Canada",1,"Canada","plos one"
"16243","25211033",7,1,"China",1,"China","plos one"
"16244","25211029",5,2,"Germany",1,"Germany","plos one"
"16245","25211027",4,4,"United States",2,"United States,India","plos one"
"16246","25211025",4,1,"China",1,"China","plos one"
"16247","25211024",6,4,"Japan",1,"Japan","plos one"
"16248","25211023",7,3,"Canada",1,"Canada","plos one"
"16249","25211016",13,8,"Canada",3,"Canada,France,Italy","plos one"
"16250","25211011",10,5,"Korea",2,"Korea,United Kingdom","plos one"
"16251","25210972",3,1,"France",1,"France","plos one"
"16252","25210927",7,3,"Spain",1,"Spain","plos one"
"16253","25210924",2,1,"Spain",1,"Spain","plos one"
"16254","25210923",9,8,"Taiwan",1,"Taiwan","plos one"
"16255","25210892",6,2,"Korea",1,"Korea","plos one"
"16256","25210890",10,5,"India",1,"India","plos one"
"16257","25210888",4,1,"France",1,"France","plos one"
"16258","25210886",1,1,"United Kingdom",1,"United Kingdom","plos one"
"16259","25210857",8,3,"China",1,"China","plos one"
"16260","25210856",9,3,"Netherlands",1,"Netherlands","plos one"
"16261","25210854",9,8,"Japan",1,"Japan","plos one"
"16262","25210853",8,2,"Korea",1,"Korea","plos one"
"16263","25210844",4,3,"China",1,"China","plos one"
"16264","25210787",4,3,"India",1,"India","plos one"
"16265","25210784",16,8,"Canada",2,"Canada,United States","plos one"
"16266","25210780",8,4,"United States",1,"United States","plos one"
"16267","25210779",5,2,"China",1,"China","plos one"
"16268","25210774",3,1,"India",1,"India","plos one"
"16269","25210770",9,5,"Canada",2,"Canada,United States","plos one"
"16270","25210769",9,3,"China",1,"China","plos one"
"16271","25210768",3,2,"United Kingdom",1,"United Kingdom","plos one"
"16272","25210767",14,7,"Hungary",2,"Hungary,United Kingdom","plos one"
"16273","25210766",12,5,"Italy",2,"Italy,United States","plos one"
"16274","25210765",6,4,"China",1,"China","plos one"
"16275","25210746",11,5,"United States",1,"United States","plos one"
"16276","25210744",7,2,"China",1,"China","plos one"
"16277","25210742",8,4,"France",3,"France,Spain,United States","plos one"
"16278","25210741",10,5,"Spain",1,"Spain","plos one"
"16279","25210740",2,1,"India",1,"India","plos one"
"16280","25210739",6,4,"United Kingdom",1,"United Kingdom","plos one"
"16281","25210738",5,2,"Japan",1,"Japan","plos one"
"16282","25210737",10,2,"China",1,"China","plos one"
"16283","25210736",4,1,"United Kingdom",1,"United Kingdom","plos one"
"16284","25210735",10,4,"Italy",2,"Italy,France","plos one"
"16285","25210731",4,1,"United States",1,"United States","plos one"
"16286","25210730",7,3,"China",1,"China","plos one"
"16287","25208332",2,2,"United States",1,"United States","plos one"
"16288","25208329",2,1,"Canada",1,"Canada","plos one"
"16289","25208327",12,6,"United States",1,"United States","plos one"
"16290","25208326",3,3,"Switzerland",2,"Switzerland,Australia","plos one"
"16291","25208325",5,2,"United Kingdom",1,"United Kingdom","plos one"
"16292","25208298",8,3,"Australia",2,"Australia,Japan","plos one"
"16293","25208271",3,3,"Sweden",2,"Sweden,United States","plos one"
"16294","25208250",5,4,"United States",1,"United States","plos one"
"16295","25208246",7,4,"Netherlands",2,"Netherlands,Canada","plos one"
"16296","25208225",5,3,"China",1,"China","plos one"
"16297","25208221",3,2,"United Kingdom",1,"United Kingdom","plos one"
"16298","25208219",12,4,"Brazil",2,"Brazil,United States","plos one"
"16299","25208216",3,2,"United States",1,"United States","plos one"
"16300","25208215",27,2,"Switzerland",1,"Switzerland","plos one"
"16301","25208214",4,3,"United States",1,"United States","plos one"
"16302","25208211",5,4,"Israel",1,"Israel","plos one"
"16303","25208128",3,2,"China",1,"China","plos one"
"16304","25208094",3,1,"Sweden",1,"Sweden","plos one"
"16305","25208092",4,3,"India",1,"India","plos one"
"16306","25208080",8,2,"Germany",1,"Germany","plos one"
"16307","25208078",30,25,"Germany",13,"Germany,Colombia,NA,French Guiana,Paraguay,Spain,Peru,Ecuador,Belgium,Czech Republic,Brazil,Venezuela,United States","plos one"
"16308","25208077",18,6,"Germany",3,"Germany,Austria,Denmark","plos one"
"16309","25208076",5,4,"United States",1,"United States","plos one"
"16310","25208075",4,2,"United States",1,"United States","plos one"
"16311","25208074",5,1,"Germany",1,"Germany","plos one"
"16312","25208064",4,1,"United States",1,"United States","plos one"
"16313","25208060",3,1,"Italy",1,"Italy","plos one"
"16314","25208058",6,5,"Germany",2,"Germany,Denmark","plos one"
"16315","25208045",2,1,"Spain",1,"Spain","plos one"
"16316","25208000",19,12,"Canada",5,"Canada,Australia,China,Singapore,United States","plos one"
"16317","25207995",7,6,"Taiwan",1,"Taiwan","plos one"
"16318","25207992",4,1,"China",1,"China","plos one"
"16319","25207985",5,1,"France",1,"France","plos one"
"16320","25207979",9,5,"United States",2,"United States,Puerto Rico","plos one"
"16321","25207978",2,2,"China",1,"China","plos one"
"16322","25207977",12,4,"China",2,"China,France","plos one"
"16323","25207975",6,2,"Switzerland",2,"Switzerland,Netherlands","plos one"
"16324","25207973",8,4,"United Kingdom",3,"United Kingdom,Denmark,Belgium","plos one"
"16325","25207972",6,2,"Austria",1,"Austria","plos one"
"16326","25207971",7,5,"France",1,"France","plos one"
"16327","25207969",9,5,"United States",2,"United States,Germany","plos one"
"16328","25207968",7,4,"United States",1,"United States","plos one"
"16329","25207967",6,6,"United States",1,"United States","plos one"
"16330","25207966",10,5,"Thailand",1,"Thailand","plos one"
"16331","25207963",3,3,"United States",1,"United States","plos one"
"16332","25207942",27,3,"United Kingdom",1,"United Kingdom","plos one"
"16333","25207941",6,3,"Canada",2,"Canada,United States","plos one"
"16334","25207940",3,2,"Singapore",2,"Singapore,United States","plos one"
"16335","25207939",16,4,"Canada",2,"Canada,United States","plos one"
"16336","25207935",16,4,"Canada",2,"Canada,United States","plos one"
"16337","25207924",3,1,"Brazil",1,"Brazil","plos one"
"16338","25207923",5,4,"Norway",1,"Norway","plos one"
"16339","25207921",2,2,"United States",1,"United States","plos one"
"16340","25207920",3,1,"China",1,"China","plos one"
"16341","25207917",16,6,"United States",1,"United States","plos one"
"16342","25207881",7,4,"United Kingdom",2,"United Kingdom,Mexico","plos one"
"16343","25207851",3,3,"Canada",1,"Canada","plos one"
"16344","25207816",4,1,"Canada",1,"Canada","plos one"
"16345","25207815",5,3,"United States",1,"United States","plos one"
"16346","25207814",7,1,"United States",1,"United States","plos one"
"16347","25207813",10,8,"Finland",1,"Finland","plos one"
"16348","25207812",6,4,"Sweden",1,"Sweden","plos one"
"16349","25207811",3,2,"China",1,"China","plos one"
"16350","25207810",7,3,"Spain",2,"Spain,Norway","plos one"
"16351","25207809",6,1,"China",1,"China","plos one"
"16352","25207808",9,5,"Austria",1,"Austria","plos one"
"16353","25207806",14,2,"China",1,"China","plos one"
"16354","25207803",6,6,"Belgium",2,"Belgium,Australia","plos one"
"16355","25207754",6,6,"Belgium",2,"Belgium,Australia","plos one"
"16356","25207654",4,3,"China",1,"China","plos one"
"16357","25207653",5,4,"Chile",2,"Chile,Argentina","plos one"
"16358","25207651",5,1,"China",1,"China","plos one"
"16359","25207650",7,4,"China",1,"China","plos one"
"16360","25207649",11,8,"France",1,"France","plos one"
"16361","25207648",4,4,"India",1,"India","plos one"
"16362","25207645",4,3,"Germany",1,"Germany","plos one"
"16363","25207644",4,1,"United States",1,"United States","plos one"
"16364","25207643",10,3,"Italy",1,"Italy","plos one"
"16365","25207642",5,1,"United Kingdom",1,"United Kingdom","plos one"
"16366","25207640",3,1,"United States",1,"United States","plos one"
"16367","25207554",2,1,"China",1,"China","plos one"
"16368","25207553",11,7,"United States",2,"United States,Congo","plos one"
"16369","25207551",5,2,"Denmark",1,"Denmark","plos one"
"16370","25207545",5,4,"Australia",1,"Australia","plos one"
"16371","25207544",2,2,"Australia",2,"Australia,United States","plos one"
"16372","25207543",3,2,"United States",1,"United States","plos one"
"16373","25207542",2,1,"Germany",1,"Germany","plos one"
"16374","25207541",3,3,"Canada",1,"Canada","plos one"
"16375","25207540",6,4,"United States",1,"United States","plos one"
"16376","25207539",6,1,"China",1,"China","plos one"
"16377","25207538",2,2,"United Kingdom",1,"United Kingdom","plos one"
"16378","25203926",9,7,"Brazil",1,"Brazil","plos one"
"16379","25203839",8,4,"Italy",1,"Italy","plos one"
"16380","25203830",6,5,"Philippines",3,"Philippines,India,United Kingdom","plos one"
"16381","25203814",4,3,"Germany",3,"Germany,Namibia,Italy","plos one"
"16382","25203747",2,1,"Slovenia",1,"Slovenia","plos one"
"16383","25203745",6,3,"Australia",1,"Australia","plos one"
"16384","25203742",11,2,"Spain",1,"Spain","plos one"
"16385","25203735",6,3,"Georgia",2,"Georgia,Germany","plos one"
"16386","25203729",8,4,"United States",1,"United States","plos one"
"16387","25203725",10,1,"China",1,"China","plos one"
"16388","25203717",11,5,"France",1,"France","plos one"
"16389","25203715",7,1,"China",1,"China","plos one"
"16390","25203698",8,3,"Singapore",1,"Singapore","plos one"
"16391","25203682",5,2,"United Kingdom",1,"United Kingdom","plos one"
"16392","25203681",3,2,"Italy",1,"Italy","plos one"
"16393","25203660",4,3,"United States",1,"United States","plos one"
"16394","25203658",4,3,"Canada",1,"Canada","plos one"
"16395","25203655",7,7,"Finland",4,"Finland,United Kingdom,Georgia,Norway","plos one"
"16396","25203653",3,1,"Denmark",1,"Denmark","plos one"
"16397","25203647",10,4,"Sweden",1,"Sweden","plos one"
"16398","25203637",5,4,"Germany",2,"Germany,China","plos one"
"16399","25203635",4,3,"United States",2,"United States,Canada","plos one"
"16400","25203633",2,1,"Singapore",1,"Singapore","plos one"
"16401","25203629",8,4,"France",1,"France","plos one"
"16402","25203616",6,5,"Germany",2,"Germany,Bavaria","plos one"
"16403","25203614",5,5,"United States",1,"United States","plos one"
"16404","25203557",6,5,"Canada",1,"Canada","plos one"
"16405","25203554",7,1,"China",1,"China","plos one"
"16406","25203538",11,3,"Germany",2,"Germany,France","plos one"
"16407","25203534",3,2,"India",1,"India","plos one"
"16408","25203532",5,3,"Brazil",1,"Brazil","plos one"
"16409","25203525",11,9,"China",2,"China,United States","plos one"
"16410","25203514",9,2,"France",1,"France","plos one"
"16411","25203511",5,2,"United Kingdom",2,"United Kingdom,Denmark","plos one"
"16412","25203510",7,4,"Denmark",1,"Denmark","plos one"
"16413","25203507",4,3,"China",1,"China","plos one"
"16414","25203500",12,8,"United States",1,"United States","plos one"
"16415","25203455",8,4,"Korea",1,"Korea","plos one"
"16416","25203444",6,4,"United Kingdom",2,"United Kingdom,Ireland","plos one"
"16417","25203442",7,6,"China",1,"China","plos one"
"16418","25203441",7,6,"Korea",1,"Korea","plos one"
"16419","25203433",9,8,"Taiwan",1,"Taiwan","plos one"
"16420","25203426",5,3,"Switzerland",2,"Switzerland,Hungary","plos one"
"16421","25203404",3,1,"United Kingdom",1,"United Kingdom","plos one"
"16422","25203403",12,4,"Korea",1,"Korea","plos one"
"16423","25203402",8,5,"China",1,"China","plos one"
"16424","25203398",8,3,"China",2,"China,Germany","plos one"
"16425","25203313",17,8,"United States",1,"United States","plos one"
"16426","25203311",5,3,"Brazil",1,"Brazil","plos one"
"16427","25203305",6,2,"Tunisia",1,"Tunisia","plos one"
"16428","25203300",2,2,"United Kingdom",1,"United Kingdom","plos one"
"16429","25203294",14,3,"China",1,"China","plos one"
"16430","25203285",2,2,"Japan",1,"Japan","plos one"
"16431","25203266",6,1,"United States",1,"United States","plos one"
"16432","25203265",4,2,"China",2,"China,Australia","plos one"
"16433","25203256",5,4,"China",2,"China,Thailand","plos one"
"16434","25203255",6,5,"United States",3,"United States,Brazil,Canada","plos one"
"16435","25203254",7,5,"United States",1,"United States","plos one"
"16436","25203161",6,1,"Canada",1,"Canada","plos one"
"16437","25203155",8,7,"United Kingdom",2,"United Kingdom,Canada","plos one"
"16438","25203143",6,5,"South Africa",2,"South Africa,Germany","plos one"
"16439","25203140",2,1,"Netherlands",1,"Netherlands","plos one"
"16440","25203135",11,6,"Germany",1,"Germany","plos one"
"16441","25203125",5,1,"Spain",1,"Spain","plos one"
"16442","25203114",9,3,"China",1,"China","plos one"
"16443","25203113",6,1,"Norway",1,"Norway","plos one"
"16444","25203112",9,6,"Netherlands",1,"Netherlands","plos one"
"16445","25203111",6,3,"United States",1,"United States","plos one"
"16446","25203102",3,1,"Germany",1,"Germany","plos one"
"16447","25203099",5,3,"United States",1,"United States","plos one"
"16448","25203062",20,12,"United States",3,"United States,India,Canada","plos one"
"16449","25203061",11,6,"Germany",1,"Germany","plos one"
"16450","25203056",5,2,"China",1,"China","plos one"
"16451","25203053",4,3,"Uganda",1,"Uganda","plos one"
"16452","25203052",15,5,"India",3,"India,United Kingdom,Canada","plos one"
"16453","25203051",5,3,"China",2,"China,United States","plos one"
"16454","25203050",7,2,"Norway",1,"Norway","plos one"
"16455","25203007",3,3,"Ethiopia",2,"Ethiopia,Germany","plos one"
"16456","25203006",4,1,"United States",1,"United States","plos one"
"16457","25203004",6,3,"China",1,"China","plos one"
"16458","25202999",7,3,"United Kingdom",1,"United Kingdom","plos one"
"16459","25202994",3,3,"Singapore",1,"Singapore","plos one"
"16460","25202993",10,6,"China",2,"China,France","plos one"
"16461","25202992",6,3,"Japan",1,"Japan","plos one"
"16462","25202990",4,4,"United States",1,"United States","plos one"
"16463","25202989",12,1,"China",1,"China","plos one"
"16464","25202987",4,1,"United States",1,"United States","plos one"
"16465","25202985",8,2,"Russia",1,"Russia","plos one"
"16466","25202975",7,4,"Italy",2,"Italy,Ireland","plos one"
"16467","25202971",6,4,"Israel",1,"Israel","plos one"
"16468","25202970",2,1,"Egypt",1,"Egypt","plos one"
"16469","25202969",7,2,"Brazil",2,"Brazil,Australia","plos one"
"16470","25202968",4,3,"France",1,"France","plos one"
"16471","25202967",3,3,"Canada",2,"Canada,Hungary","plos one"
"16472","25202966",3,3,"Switzerland",1,"Switzerland","plos one"
"16473","25202965",10,3,"Austria",1,"Austria","plos one"
"16474","25202915",6,3,"Italy",1,"Italy","plos one"
"16475","25202914",3,3,"Germany",1,"Germany","plos one"
"16476","25202912",5,4,"Canada",2,"Canada,Israel","plos one"
"16477","25202911",5,3,"Korea",1,"Korea","plos one"
"16478","25202910",5,3,"Japan",1,"Japan","plos one"
"16479","25202909",11,5,"Brazil",1,"Brazil","plos one"
"16480","25202908",2,2,"China",1,"China","plos one"
"16481","25202907",5,3,"China",1,"China","plos one"
"16482","25202906",15,8,"Italy",3,"Italy,Germany,Netherlands","plos one"
"16483","25202905",7,3,"United Kingdom",1,"United Kingdom","plos one"
"16484","25202904",5,4,"United States",1,"United States","plos one"
"16485","25198798",8,6,"United States",2,"United States,Finland","plos one"
"16486","25198787",2,1,"Canada",1,"Canada","plos one"
"16487","25198776",4,2,"Netherlands",1,"Netherlands","plos one"
"16488","25198773",4,3,"United States",1,"United States","plos one"
"16489","25198772",6,2,"China",1,"China","plos one"
"16490","25198771",4,1,"Spain",1,"Spain","plos one"
"16491","25198770",8,6,"Germany",1,"Germany","plos one"
"16492","25198730",4,2,"United Kingdom",1,"United Kingdom","plos one"
"16493","25198728",6,3,"China",1,"China","plos one"
"16494","25198727",4,1,"United States",1,"United States","plos one"
"16495","25198726",13,7,"Korea",2,"Korea,United States","plos one"
"16496","25198725",2,1,"United States",1,"United States","plos one"
"16497","25198723",12,7,"United States",4,"United States,Niger,Cameroon,Uganda","plos one"
"16498","25198709",6,1,"China",1,"China","plos one"
"16499","25198707",4,2,"India",1,"India","plos one"
"16500","25198704",4,4,"United States",1,"United States","plos one"
"16501","25198698",9,3,"Germany",1,"Germany","plos one"
"16502","25198697",5,1,"United States",1,"United States","plos one"
"16503","25198696",4,4,"Pakistan",2,"Pakistan,Saudi Arabia","plos one"
"16504","25198695",8,5,"Norway",4,"Norway,Denmark,United Kingdom,Iceland","plos one"
"16505","25198694",10,4,"United States",3,"United States,Australia,France","plos one"
"16506","25198693",8,5,"United States",2,"United States,Hong Kong","plos one"
"16507","25198691",3,2,"Georgia",1,"Georgia","plos one"
"16508","25198679",10,1,"United States",1,"United States","plos one"
"16509","25198676",10,6,"China",1,"China","plos one"
"16510","25198675",6,2,"Korea",1,"Korea","plos one"
"16511","25198674",4,4,"United States",2,"United States,Mexico","plos one"
"16512","25198673",7,5,"United Kingdom",2,"United Kingdom,Italy","plos one"
"16513","25198669",9,4,"China",1,"China","plos one"
"16514","25198651",6,3,"Japan",1,"Japan","plos one"
"16515","25198618",11,5,"Israel",1,"Israel","plos one"
"16516","25198611",6,3,"China",1,"China","plos one"
"16517","25198578",7,3,"United States",1,"United States","plos one"
"16518","25198577",7,5,"United States",2,"United States,Israel","plos one"
"16519","25198551",2,2,"Colombia",1,"Colombia","plos one"
"16520","25198549",7,5,"Taiwan",1,"Taiwan","plos one"
"16521","25198548",11,7,"France",2,"France,China","plos one"
"16522","25198545",9,6,"United States",2,"United States,China","plos one"
"16523","25198543",7,5,"Hanover",1,"Hanover","plos one"
"16524","25198535",15,4,"United States",1,"United States","plos one"
"16525","25198534",2,2,"France",1,"France","plos one"
"16526","25198533",6,4,"Czech Republic",1,"Czech Republic","plos one"
"16527","25198518",8,2,"China",1,"China","plos one"
"16528","25198515",6,1,"China",1,"China","plos one"
"16529","25198514",4,2,"Australia",1,"Australia","plos one"
"16530","25198511",6,2,"China",1,"China","plos one"
"16531","25198510",12,3,"China",1,"China","plos one"
"16532","25198505",5,1,"United States",1,"United States","plos one"
"16533","25198502",12,6,"Australia",6,"Australia,Spain,Japan,New Zealand,France,Russian Federation","plos one"
"16534","25198501",2,1,"Germany",1,"Germany","plos one"
"16535","25198467",7,3,"Germany",2,"Germany,Austria","plos one"
"16536","25198431",5,4,"Canada",2,"Canada,United States","plos one"
"16537","25198429",8,5,"United States",3,"United States,Czech Republic,Sweden","plos one"
"16538","25198428",10,4,"Germany",2,"Germany,Italy","plos one"
"16539","25198418",14,7,"Japan",2,"Japan,United States","plos one"
"16540","25198374",6,1,"United Kingdom",1,"United Kingdom","plos one"
"16541","25198355",4,4,"China",1,"China","plos one"
"16542","25198353",7,4,"France",1,"France","plos one"
"16543","25198347",3,3,"Sweden",1,"Sweden","plos one"
"16544","25198343",3,3,"United States",1,"United States","plos one"
"16545","25198341",2,1,"United States",1,"United States","plos one"
"16546","25198338",13,4,"China",1,"China","plos one"
"16547","25198290",4,1,"United Kingdom",1,"United Kingdom","plos one"
"16548","25198289",8,4,"China",1,"China","plos one"
"16549","25198288",5,2,"China",1,"China","plos one"
"16550","25198282",7,2,"United States",1,"United States","plos one"
"16551","25198196",5,3,"United States",2,"United States,Austria","plos one"
"16552","25198195",6,2,"China",1,"China","plos one"
"16553","25198191",9,3,"Japan",2,"Japan,Thailand","plos one"
"16554","25198178",15,7,"United States",1,"United States","plos one"
"16555","25198177",7,1,"China",1,"China","plos one"
"16556","25198176",8,2,"China",1,"China","plos one"
"16557","25198175",5,1,"Ireland",1,"Ireland","plos one"
"16558","25198163",3,3,"United Kingdom",2,"United Kingdom,Australia","plos one"
"16559","25198162",8,4,"Portugal",3,"Portugal,Denmark,Italy","plos one"
"16560","25198161",5,4,"United States",1,"United States","plos one"
"16561","25198154",11,2,"China",1,"China","plos one"
"16562","25198130",13,6,"China",1,"China","plos one"
"16563","25198128",8,1,"China",1,"China","plos one"
"16564","25198124",3,2,"United States",1,"United States","plos one"
"16565","25198108",8,3,"United Kingdom",1,"United Kingdom","plos one"
"16566","25198106",11,4,"China",1,"China","plos one"
"16567","25198104",2,2,"Thailand",2,"Thailand,United States","plos one"
"16568","25198102",7,1,"Poland",1,"Poland","plos one"
"16569","25198091",4,2,"Czech Republic",1,"Czech Republic","plos one"
"16570","25198070",6,3,"Spain",1,"Spain","plos one"
"16571","25198066",10,5,"United States",1,"United States","plos one"
"16572","25198063",4,4,"Switzerland",1,"Switzerland","plos one"
"16573","25197987",3,3,"France",1,"France","plos one"
"16574","25197984",3,1,"United States",1,"United States","plos one"
"16575","25197981",4,3,"Switzerland",1,"Switzerland","plos one"
"16576","25197976",8,4,"China",1,"China","plos one"
"16577","25197973",4,2,"China",1,"China","plos one"
"16578","25197971",9,1,"China",1,"China","plos one"
"16579","25197970",10,2,"China",1,"China","plos one"
"16580","25197968",4,1,"Singapore",1,"Singapore","plos one"
"16581","25197967",13,5,"Taiwan",2,"Taiwan,China","plos one"
